DATE|TICKER|RM|R
1996-06-13|IBM|-0.001674|0.002427
1996-06-14|IBM|-0.003099|-0.015738
1996-06-17|IBM|-0.001036|0.00861
1996-06-18|IBM|-0.004661|-0.012195
1996-06-19|IBM|-1.51E-4|0.008642
1996-06-20|IBM|2.11E-4|-0.013464
1996-06-21|IBM|0.007159|-0.021092
1996-06-24|IBM|0.003014|0.010139
1996-06-25|IBM|-5.53E-4|0.001255
1996-06-26|IBM|-0.006118|-0.011278
1996-06-27|IBM|0.006261|0.002535
1996-06-28|IBM|0.003111|0.001264
1996-07-01|IBM|0.007828|0.025253
1996-07-02|IBM|-0.003359|-0.014778
1996-07-03|IBM|-0.001796|-0.015
1996-07-05|IBM|-0.022249|-0.006345
1996-07-08|IBM|-0.007453|0.005109
1996-07-09|IBM|0.003387|0.006353
1996-07-10|IBM|0.002001|-0.001263
1996-07-11|IBM|-0.015837|-0.029077
1996-07-12|IBM|8.05E-4|-0.013021
1996-07-15|IBM|-0.025364|-0.040897
1996-07-16|IBM|-0.002271|0.053645
1996-07-17|IBM|0.009071|-0.016971
1996-07-18|IBM|0.014967|0.001328
1996-07-19|IBM|-0.007505|-0.005305
1996-07-22|IBM|-0.007765|-0.013333
1996-07-23|IBM|-0.010887|-0.024324
1996-07-24|IBM|-3.51E-4|0.01662
1996-07-25|IBM|0.007213|0.129428
1996-07-26|IBM|0.007494|0.002413
1996-07-29|IBM|-0.007847|0.008424
1996-07-30|IBM|0.006895|0.02506
1996-07-31|IBM|0.007383|0.001164
1996-08-01|IBM|0.015736|-0.002326
1996-08-02|IBM|0.019184|0.015152
1996-08-05|IBM|-0.003411|0.003444
1996-08-06|IBM|0.003256|0.003432
1996-08-07|IBM|0.002687|0.030559
1996-08-08|IBM|-0.002364|0.007769
1996-08-09|IBM|-7.4E-4|-0.009912
1996-08-12|IBM|0.005543|-0.002225
1996-08-13|IBM|-0.008366|-0.024526
1996-08-14|IBM|0.002802|0.017143
1996-08-15|IBM|3.47E-4|-0.003371
1996-08-16|IBM|0.004424|-0.007892
1996-08-19|IBM|0.00206|0.0
1996-08-20|IBM|-0.001335|0.004545
1996-08-21|IBM|-9.31E-4|0.015837
1996-08-22|IBM|0.008435|0.003341
1996-08-23|IBM|-0.005442|0.00333
1996-08-26|IBM|-0.004722|-0.004425
1996-08-27|IBM|0.003796|-0.006667
1996-08-28|IBM|-0.002386|0.029083
1996-08-29|IBM|-0.011146|0.001087
1996-08-30|IBM|-0.008229|-0.006515
1996-09-03|IBM|0.004187|0.00765
1996-09-04|IBM|0.001359|-0.005423
1996-09-05|IBM|-0.009411|-0.013086
1996-09-06|IBM|0.009608|0.020994
1996-09-09|IBM|0.012323|0.018398
1996-09-10|IBM|7.5E-5|0.004251
1996-09-11|IBM|0.005227|-0.001058
1996-09-12|IBM|0.0058|-0.006356
1996-09-13|IBM|0.013991|0.041578
1996-09-16|IBM|0.005055|0.005118
1996-09-17|IBM|-0.001521|0.007128
1996-09-18|IBM|-0.002152|0.007078
1996-09-19|IBM|0.002245|-0.008032
1996-09-20|IBM|0.005886|-0.004049
1996-09-23|IBM|-7.86E-4|0.010163
1996-09-24|IBM|-0.001267|-0.001006
1996-09-25|IBM|3.21E-4|0.019134
1996-09-26|IBM|4.4E-5|-0.016798
1996-09-27|IBM|4.81E-4|0.003015
1996-09-30|IBM|0.001632|-0.002004
1996-10-01|IBM|0.002575|-0.006024
1996-10-02|IBM|0.007154|0.017172
1996-10-03|IBM|-0.001772|-0.006951
1996-10-04|IBM|0.012529|0.013
1996-10-07|IBM|0.002737|0.009872
1996-10-08|IBM|-0.003895|0.00391
1996-10-09|IBM|-0.005566|-0.016553
1996-10-10|IBM|-0.003057|0.011881
1996-10-11|IBM|0.00871|0.016634
1996-10-14|IBM|0.00411|9.62E-4
1996-10-15|IBM|-0.001379|-0.003846
1996-10-16|IBM|0.002619|-0.014479
1996-10-17|IBM|0.003663|-0.015671
1996-10-18|IBM|0.005417|0.029851
1996-10-21|IBM|-0.001365|0.005797
1996-10-22|IBM|-0.004621|-0.024015
1996-10-23|IBM|9.91E-4|0.017717
1996-10-24|IBM|-0.007041|-0.014507
1996-10-25|IBM|-0.001951|-0.006869
1996-10-28|IBM|-0.005222|0.006917
1996-10-29|IBM|0.006081|-0.013739
1996-10-30|IBM|-8.55E-4|0.00597
1996-10-31|IBM|0.006235|0.020772
1996-11-01|IBM|-0.002127|-0.011628
1996-11-04|IBM|0.004206|0.009804
1996-11-05|IBM|0.010485|0.01165
1996-11-06|IBM|0.014633|0.026679
1996-11-07|IBM|0.004223|0.002812
1996-11-08|IBM|0.004356|0.004673
1996-11-11|IBM|0.001437|9.3E-4
1996-11-12|IBM|-0.003156|-0.009294
1996-11-13|IBM|0.002152|0.011257
1996-11-14|IBM|0.006497|0.01577
1996-11-15|IBM|0.002365|0.059361
1996-11-18|IBM|-8.13E-4|0.012069
1996-11-19|IBM|0.006974|0.050256
1996-11-20|IBM|0.002412|-0.009732
1996-11-21|IBM|-0.001613|0.009828
1996-11-22|IBM|0.008051|0.028386
1996-11-25|IBM|0.011085|-0.005521
1996-11-26|IBM|-0.001413|0.002379
1996-11-27|IBM|-0.00127|7.91E-4
1996-11-29|IBM|0.002675|0.007905
1996-12-02|IBM|-6.08E-4|0.022745
1996-12-03|IBM|-0.010944|-0.002301
1996-12-04|IBM|-0.00425|-0.003843
1996-12-05|IBM|-9.66E-4|-0.021605
1996-12-06|IBM|-0.006421|-0.018139
1996-12-09|IBM|0.013737|0.028112
1996-12-10|IBM|-0.002961|-0.014062
1996-12-11|IBM|-0.00911|-0.010301
1996-12-12|IBM|-0.015431|-0.028823
1996-12-13|IBM|-9.05E-4|0.008244
1996-12-16|IBM|-0.010513|-0.0278
1996-12-17|IBM|0.007018|0.021867
1996-12-18|IBM|0.007575|0.044444
1996-12-19|IBM|0.019438|-0.003152
1996-12-20|IBM|0.00417|-0.022134
1996-12-23|IBM|-0.002604|-0.002425
1996-12-24|IBM|0.005503|0.009724
1996-12-26|IBM|0.006378|0.0
1996-12-27|IBM|0.001283|-0.004013
1996-12-30|IBM|-0.003885|-0.00967
1996-12-31|IBM|-0.017391|-0.013832
1997-01-02|IBM|-0.005036|0.011551
1997-01-03|IBM|0.014952|0.038336
1997-01-06|IBM|-5.08E-4|0.013354
1997-01-07|IBM|0.007463|0.013178
1997-01-08|IBM|-0.006399|-0.021423
1997-01-09|IBM|0.008605|0.01251
1997-01-10|IBM|0.00616|0.00695
1997-01-13|IBM|1.3E-5|0.005368
1997-01-14|IBM|0.012311|0.019165
1997-01-15|IBM|-0.002159|-0.014314
1997-01-16|IBM|0.003324|0.005315
1997-01-17|IBM|0.00834|-0.001511
1997-01-20|IBM|6.83E-4|0.01059
1997-01-21|IBM|0.007751|0.005988
1997-01-22|IBM|0.004484|-0.059524
1997-01-23|IBM|-0.011027|-0.039557
1997-01-24|IBM|-0.009054|-0.008237
1997-01-27|IBM|-0.007138|-0.031561
1997-01-28|IBM|0.0|0.034305
1997-01-29|IBM|0.009778|0.037313
1997-01-30|IBM|0.015107|0.005596
1997-01-31|IBM|0.002538|-0.002385
1997-02-03|IBM|7.25E-4|-0.012749
1997-02-04|IBM|0.003216|-0.008071
1997-02-05|IBM|-0.013912|-0.031733
1997-02-06|IBM|0.002403|-0.016134
1997-02-07|IBM|0.012062|0.018836
1997-02-10|IBM|-0.005231|-0.040336
1997-02-11|IBM|0.005296|0.017513
1997-02-12|IBM|0.016692|-0.001721
1997-02-13|IBM|0.011273|0.009483
1997-02-14|IBM|-0.004114|-0.009394
1997-02-18|IBM|0.00966|0.001724
1997-02-19|IBM|-0.004655|-0.011188
1997-02-20|IBM|-0.011926|-0.016536
1997-02-21|IBM|-0.001283|-0.025664
1997-02-24|IBM|0.010614|0.045413
1997-02-25|IBM|0.002246|0.018245
1997-02-26|IBM|-0.007905|0.00256
1997-02-27|IBM|-0.013169|-0.026383
1997-02-28|IBM|-0.005345|0.005245
1997-03-03|IBM|0.005678|0.009565
1997-03-04|IBM|-0.005482|-0.001723
1997-03-05|IBM|0.013958|0.004314
1997-03-06|IBM|-0.004277|0.007732
1997-03-07|IBM|0.008027|-0.012788
1997-03-10|IBM|0.010783|0.009499
1997-03-11|IBM|-0.002839|-8.55E-4
1997-03-12|IBM|-0.008726|-0.007705
1997-03-13|IBM|-0.018278|-0.013805
1997-03-14|IBM|0.004572|0.005249
1997-03-17|IBM|0.003202|-0.028721
1997-03-18|IBM|-0.007603|-8.96E-4
1997-03-19|IBM|-0.004926|-0.010762
1997-03-20|IBM|-0.003971|-0.007253
1997-03-21|IBM|0.001853|-0.031963
1997-03-24|IBM|0.00866|0.032075
1997-03-25|IBM|-0.002301|-0.006399
1997-03-26|IBM|0.001812|0.032199
1997-03-27|IBM|-0.021025|-0.023173
1997-03-31|IBM|-0.021657|0.001825
1997-04-01|IBM|0.003328|-0.003643
1997-04-02|IBM|-0.012545|-0.021938
1997-04-03|IBM|2.8E-4|-0.019626
1997-04-04|IBM|0.010102|-0.014299
1997-04-07|IBM|0.005581|0.025145
1997-04-08|IBM|0.005235|0.031132
1997-04-09|IBM|-0.007205|-0.025618
1997-04-10|IBM|-0.002971|-9.39E-4
1997-04-11|IBM|-0.027283|0.00282
1997-04-14|IBM|0.008242|0.02343
1997-04-15|IBM|0.014777|0.010073
1997-04-16|IBM|0.011673|-0.00272
1997-04-17|IBM|-0.002305|0.001818
1997-04-18|IBM|0.005999|0.014519
1997-04-21|IBM|-0.00779|-0.016995
1997-04-22|IBM|0.018728|0.019108
1997-04-23|IBM|-0.001252|0.016964
1997-04-24|IBM|-0.00318|0.079017
1997-04-25|IBM|-0.007534|-0.018714
1997-04-28|IBM|0.009917|-0.002488
1997-04-29|IBM|0.027285|0.0532
1997-04-30|IBM|0.009181|0.013418
1997-05-01|IBM|-0.003507|0.005452
1997-05-02|IBM|0.018083|0.004648
1997-05-05|IBM|0.021243|0.024672
1997-05-06|IBM|-0.002987|-0.003762
1997-05-07|IBM|-0.014666|-0.017976
1997-05-08|IBM|0.005689|0.032382
1997-05-09|IBM|0.00551|7.47E-4
1997-05-12|IBM|0.015616|0.035821
1997-05-13|IBM|-0.005408|7.2E-4
1997-05-14|IBM|0.003493|0.00144
1997-05-15|IBM|0.006985|0.0
1997-05-16|IBM|-0.014408|-0.022286
1997-05-19|IBM|0.004242|-0.007353
1997-05-20|IBM|0.010069|0.02963
1997-05-21|IBM|-0.002745|0.007914
1997-05-22|IBM|-0.004396|-0.014989
1997-05-23|IBM|0.013606|0.005072
1997-05-27|IBM|0.003164|0.033886
1997-05-28|IBM|-0.002942|0.005579
1997-05-29|IBM|-0.003694|-0.026352
1997-05-30|IBM|0.004976|-0.014245
1997-06-02|IBM|-0.002263|0.007225
1997-06-03|IBM|-0.00104|-0.031564
1997-06-04|IBM|-0.006351|-0.011852
1997-06-05|IBM|0.003952|-0.005997
1997-06-06|IBM|0.017287|0.033183
1997-06-09|IBM|0.005711|0.014599
1997-06-10|IBM|0.002735|-0.007194
1997-06-11|IBM|0.00497|0.010145
1997-06-12|IBM|0.015996|0.011478
1997-06-13|IBM|0.011081|0.009929
1997-06-16|IBM|7.05E-4|0.002809
1997-06-17|IBM|5.93E-4|0.007003
1997-06-18|IBM|-0.006004|-0.009736
1997-06-19|IBM|0.010044|0.007022
1997-06-20|IBM|7.91E-4|0.002789
1997-06-23|IBM|-0.022343|-0.023644
1997-06-24|IBM|0.020168|0.046296
1997-06-25|IBM|-0.0082|6.81E-4
1997-06-26|IBM|-0.005973|-0.013605
1997-06-27|IBM|0.004097|0.006897
1997-06-30|IBM|-0.002434|-0.010959
1997-07-01|IBM|0.006654|0.017313
1997-07-02|IBM|0.01459|0.017699
1997-07-03|IBM|0.014258|0.014716
1997-07-07|IBM|-0.005148|-0.003296
1997-07-08|IBM|0.00718|0.013228
1997-07-09|IBM|-0.012201|0.004569
1997-07-10|IBM|0.006876|-0.004548
1997-07-11|IBM|0.003174|0.0
1997-07-14|IBM|0.001855|-0.005222
1997-07-15|IBM|0.008036|0.007874
1997-07-16|IBM|0.011699|0.016927
1997-07-17|IBM|-0.005317|0.020487
1997-07-18|IBM|-0.017507|0.048934
1997-07-21|IBM|-0.002578|-0.007177
1997-07-22|IBM|0.023046|-0.007229
1997-07-23|IBM|0.002762|0.020631
1997-07-24|IBM|0.003972|0.025565
1997-07-25|IBM|-0.001585|-0.007536
1997-07-28|IBM|-0.002493|-0.018692
1997-07-29|IBM|0.006236|-0.020238
1997-07-30|IBM|0.010612|0.030377
1997-07-31|IBM|0.0021|-0.002358
1997-08-01|IBM|-0.007492|-0.009456
1997-08-04|IBM|0.003336|0.01432
1997-08-05|IBM|0.002178|0.002353
1997-08-06|IBM|0.008348|0.012911
1997-08-07|IBM|-0.009507|-0.002781
1997-08-08|IBM|-0.018556|-0.01979
1997-08-11|IBM|0.003706|-0.021378
1997-08-12|IBM|-0.011174|0.004248
1997-08-13|IBM|-0.004868|0.009063
1997-08-14|IBM|0.002983|-0.007186
1997-08-15|IBM|-0.025909|-0.035585
1997-08-18|IBM|0.012966|0.04065
1997-08-19|IBM|0.014817|0.037861
1997-08-20|IBM|0.014406|5.79E-4
1997-08-21|IBM|-0.015223|-0.020833
1997-08-22|IBM|-0.001632|0.00591
1997-08-25|IBM|-0.00366|-0.012926
1997-08-26|IBM|-0.00776|-0.016071
1997-08-27|IBM|7.45E-4|0.005445
1997-08-28|IBM|-0.010977|-0.026474
1997-08-29|IBM|-0.004648|0.002472
1997-09-02|IBM|0.031252|0.02651
1997-09-03|IBM|2.91E-4|-0.004805
1997-09-04|IBM|0.003255|0.001811
1997-09-05|IBM|-0.001955|-0.001205
1997-09-08|IBM|0.002314|-0.007238
1997-09-09|IBM|0.002599|-0.027947
1997-09-10|IBM|-0.015627|-0.03
1997-09-11|IBM|-0.007007|0.010309
1997-09-12|IBM|0.012404|-0.002551
1997-09-15|IBM|-0.004481|-0.015345
1997-09-16|IBM|0.028127|0.035065
1997-09-17|IBM|-0.002792|0.0
1997-09-18|IBM|0.004549|-0.008783
1997-09-19|IBM|0.003399|0.005063
1997-09-22|IBM|0.005176|0.046599
1997-09-23|IBM|-0.003663|-0.006017
1997-09-24|IBM|-0.007826|-0.016344
1997-09-25|IBM|-0.006956|6.15E-4
1997-09-26|IBM|0.007794|0.00984
1997-09-29|IBM|0.008591|0.023143
1997-09-30|IBM|-0.006357|0.009524
1997-10-01|IBM|0.008582|-0.023585
1997-10-02|IBM|0.005286|0.010266
1997-10-03|IBM|0.004758|-0.002391
1997-10-06|IBM|0.007938|0.004793
1997-10-07|IBM|0.010723|0.019082
1997-10-08|IBM|-0.009439|-0.014628
1997-10-09|IBM|-0.003306|-0.005938
1997-10-10|IBM|-0.00375|0.002987
1997-10-13|IBM|0.001158|-0.004169
1997-10-14|IBM|0.002252|-0.011364
1997-10-15|IBM|-0.0047|-0.015729
1997-10-16|IBM|-0.010842|-0.017824
1997-10-17|IBM|-0.01161|-0.044431
1997-10-20|IBM|0.012127|0.021611
1997-10-21|IBM|0.017444|0.078846
1997-10-22|IBM|-0.003898|-5.94E-4
1997-10-23|IBM|-0.018379|-0.045184
1997-10-24|IBM|-0.009519|-0.023661
1997-10-27|IBM|-0.068667|-0.081633
1997-10-28|IBM|0.051164|0.104167
1997-10-29|IBM|-0.002918|-0.011321
1997-10-30|IBM|-0.016841|-0.024809
1997-10-31|IBM|0.012106|0.02805
1997-11-03|IBM|0.026645|0.031726
1997-11-04|IBM|0.001885|0.003075
1997-11-05|IBM|0.002126|0.007971
1997-11-06|IBM|-0.005017|-0.014477
1997-11-07|IBM|-0.011215|-0.015461
1997-11-10|IBM|-0.006879|-0.018216
1997-11-11|IBM|0.002877|0.013436
1997-11-12|IBM|-0.01929|-0.02399
1997-11-13|IBM|0.011811|0.025873
1997-11-14|IBM|0.012753|0.02396
1997-11-17|IBM|0.019228|0.019704
1997-11-18|IBM|-0.008423|-0.013285
1997-11-19|IBM|0.006779|0.00918
1997-11-20|IBM|0.015234|0.016374
1997-11-21|IBM|0.004286|0.007757
1997-11-24|IBM|-0.017049|-0.023091
1997-11-25|IBM|0.004384|0.041212
1997-11-26|IBM|8.62E-4|0.022119
1997-11-28|IBM|0.003951|-0.002278
1997-12-01|IBM|0.020274|0.027968
1997-12-02|IBM|-0.00317|-0.016102
1997-12-03|IBM|0.005238|-0.003386
1997-12-04|IBM|-0.003757|-0.010193
1997-12-05|IBM|0.010986|0.02746
1997-12-08|IBM|-0.001443|0.005568
1997-12-09|IBM|-0.006708|-0.022148
1997-12-10|IBM|-0.006139|-0.035108
1997-12-11|IBM|-0.015313|-0.045775
1997-12-12|IBM|-0.001623|-0.0123
1997-12-15|IBM|0.010489|0.004981
1997-12-16|IBM|0.004827|0.028501
1997-12-17|IBM|-0.002583|-0.016867
1997-12-18|IBM|-0.010605|-0.019608
1997-12-19|IBM|-0.008919|0.02125
1997-12-22|IBM|0.007309|0.004284
1997-12-23|IBM|-0.015288|-0.038391
1997-12-24|IBM|-0.006836|0.00507
1997-12-26|IBM|0.004031|0.025851
1997-12-29|IBM|0.018047|0.010449
1997-12-30|IBM|0.018335|0.00365
1997-12-31|IBM|-4.22E-4|0.014545
1998-01-02|IBM|0.00475|0.009558
1998-01-05|IBM|0.002082|0.007692
1998-01-06|IBM|-0.010736|-0.011157
1998-01-07|IBM|-0.002669|-0.009501
1998-01-08|IBM|-0.008257|-6.0E-4
1998-01-09|IBM|-0.029654|-0.039592
1998-01-12|IBM|0.012418|6.25E-4
1998-01-13|IBM|0.013746|0.019975
1998-01-14|IBM|0.006113|0.004896
1998-01-15|IBM|-0.007527|0.007917
1998-01-16|IBM|0.011339|0.015106
1998-01-20|IBM|0.017774|0.032143
1998-01-21|IBM|-0.00796|-0.076125
1998-01-22|IBM|-0.008004|-0.007491
1998-01-23|IBM|-0.00567|-0.001887
1998-01-26|IBM|-6.58E-4|-0.010712
1998-01-27|IBM|0.012613|-0.016561
1998-01-28|IBM|0.00871|0.005181
1998-01-29|IBM|0.008215|0.012242
1998-01-30|IBM|-0.005287|0.005729
1998-02-02|IBM|0.021412|0.018354
1998-02-03|IBM|0.004714|-0.011809
1998-02-04|IBM|9.05E-4|-0.010692
1998-02-05|IBM|-0.003337|0.012715
1998-02-06|IBM|0.008889|-0.013685
1998-02-09|IBM|-0.001699|0.0
1998-02-10|IBM|0.008182|0.029337
1998-02-11|IBM|9.81E-4|0.017968
1998-02-12|IBM|0.004049|0.001826
1998-02-13|IBM|-0.003955|-0.00486
1998-02-17|IBM|0.002617|-0.003663
1998-02-18|IBM|0.009113|0.007353
1998-02-19|IBM|-0.003682|0.0
1998-02-20|IBM|0.005767|-0.001217
1998-02-23|IBM|0.0038|0.002436
1998-02-24|IBM|-0.007302|-0.003645
1998-02-25|IBM|0.011974|0.026829
1998-02-26|IBM|0.005533|0.002375
1998-02-27|IBM|6.39E-4|-0.010071
1998-03-02|IBM|-0.001563|-0.023938
1998-03-03|IBM|0.004123|0.001839
1998-03-04|IBM|-0.004458|-0.0306
1998-03-05|IBM|-0.011735|-6.31E-4
1998-03-06|IBM|0.019951|-0.008212
1998-03-09|IBM|-0.003202|-0.020382
1998-03-10|IBM|0.011346|0.014304
1998-03-11|IBM|0.003965|0.016667
1998-03-12|IBM|0.001357|0.011349
1998-03-13|IBM|-0.001224|-0.006234
1998-03-16|IBM|0.009976|0.016311
1998-03-17|IBM|0.001093|-0.003704
1998-03-18|IBM|0.004692|0.006815
1998-03-19|IBM|0.003888|0.012923
1998-03-20|IBM|0.008644|-0.007898
1998-03-23|IBM|-0.003284|-0.006736
1998-03-24|IBM|0.009219|0.020962
1998-03-25|IBM|-0.003374|0.024155
1998-03-26|IBM|-0.001016|-0.008844
1998-03-27|IBM|-0.004869|-0.006544
1998-03-30|IBM|-0.001725|-0.010778
1998-03-31|IBM|0.007499|0.006053
1998-04-01|IBM|0.005809|0.005415
1998-04-02|IBM|0.010703|0.013166
1998-04-03|IBM|0.002402|-0.010632
1998-04-06|IBM|-0.001167|0.012537
1998-04-07|IBM|-0.010558|-0.012382
1998-04-08|IBM|-0.00712|-0.001791
1998-04-09|IBM|0.008188|0.017943
1998-04-13|IBM|-8.82E-4|-0.020564
1998-04-14|IBM|0.005461|0.019796
1998-04-15|IBM|0.0032|0.032941
1998-04-16|IBM|-0.009961|-0.017654
1998-04-17|IBM|0.01313|-5.8E-4
1998-04-20|IBM|8.28E-4|0.031903
1998-04-21|IBM|0.002688|0.06127
1998-04-22|IBM|0.003435|-0.027542
1998-04-23|IBM|-0.009694|0.023965
1998-04-24|IBM|-0.010432|-0.001064
1998-04-27|IBM|-0.01928|-0.017572
1998-04-28|IBM|-0.001316|0.003252
1998-04-29|IBM|0.008764|-0.00108
1998-04-30|IBM|0.015649|0.002704
1998-05-01|IBM|0.00832|0.00863
1998-05-04|IBM|9.55E-4|-0.002139
1998-05-05|IBM|-0.005855|0.010182
1998-05-06|IBM|-0.009485|-0.002907
1998-05-07|IBM|-0.008851|-0.001066
1998-05-08|IBM|0.011871|0.024546
1998-05-11|IBM|-0.001354|-0.005729
1998-05-12|IBM|0.008268|0.002619
1998-05-13|IBM|0.002751|0.018809
1998-05-14|IBM|-0.001332|0.032308
1998-05-15|IBM|-0.007732|-0.006955
1998-05-18|IBM|-0.002625|-0.002501
1998-05-19|IBM|0.003346|0.003009
1998-05-20|IBM|0.008598|-0.012
1998-05-21|IBM|-0.00395|0.001012
1998-05-22|IBM|-0.003741|-0.01365
1998-05-26|IBM|-0.014814|-0.007688
1998-05-27|IBM|-0.001636|-0.006198
1998-05-28|IBM|0.004907|-0.001559
1998-05-29|IBM|-0.006168|-0.021343
1998-06-01|IBM|1.47E-4|-0.00266
1998-06-02|IBM|0.002053|-0.013867
1998-06-03|IBM|-0.009596|-0.014602
1998-06-04|IBM|0.011175|0.01921
1998-06-05|IBM|0.017382|0.024233
1998-06-08|IBM|0.00167|-5.26E-4
1998-06-09|IBM|0.002411|0.003682
1998-06-10|IBM|-0.005481|-0.016771
1998-06-11|IBM|-0.015913|-0.010661
1998-06-12|IBM|0.003892|0.002155
1998-06-15|IBM|-0.019866|-0.034409
1998-06-16|IBM|0.009823|-0.020045
1998-06-17|IBM|0.017939|0.009091
1998-06-18|IBM|-6.59E-4|-0.019707
1998-06-19|IBM|-0.00517|-0.024698
1998-06-22|IBM|0.002326|0.018846
1998-06-23|IBM|0.014757|0.033526
1998-06-24|IBM|0.011961|0.002237
1998-06-25|IBM|-0.003178|0.003906
1998-06-26|IBM|0.003471|0.005003
1998-06-29|IBM|0.004668|0.009956
1998-06-30|IBM|-0.004084|0.006024
1998-07-01|IBM|0.012982|0.016875
1998-07-02|IBM|-0.001863|-0.013383
1998-07-06|IBM|0.009499|-0.013022
1998-07-07|IBM|-0.00229|0.001649
1998-07-08|IBM|0.010142|0.009879
1998-07-09|IBM|-0.006696|0.017935
1998-07-10|IBM|0.00498|0.01228
1998-07-13|IBM|7.39E-4|0.007384
1998-07-14|IBM|0.010633|0.002094
1998-07-15|IBM|-0.002352|-0.021944
1998-07-16|IBM|0.007814|0.011752
1998-07-17|IBM|0.002331|0.015312
1998-07-20|IBM|-0.002233|0.015081
1998-07-21|IBM|-0.016071|0.050205
1998-07-22|IBM|-8.5E-4|-0.005366
1998-07-23|IBM|-0.020901|-0.027955
1998-07-24|IBM|9.21E-4|0.003027
1998-07-27|IBM|0.005671|0.01006
1998-07-28|IBM|-0.014844|-4.98E-4
1998-07-29|IBM|-0.00445|0.018435
1998-07-30|IBM|0.015766|0.044031
1998-07-31|IBM|-0.019493|-0.00656
1998-08-03|IBM|-0.007344|0.001887
1998-08-04|IBM|-0.036245|-0.044727
1998-08-05|IBM|0.008684|0.015278
1998-08-06|IBM|0.007583|0.009476
1998-08-07|IBM|-1.65E-4|-0.004817
1998-08-10|IBM|-0.005792|0.005808
1998-08-11|IBM|-0.013073|-0.010587
1998-08-12|IBM|0.014257|-0.003891
1998-08-13|IBM|-0.008587|-0.01416
1998-08-14|IBM|-0.011313|-0.006439
1998-08-17|IBM|0.019685|-0.001994
1998-08-18|IBM|0.016177|0.02997
1998-08-19|IBM|-0.002851|0.008244
1998-08-20|IBM|-0.005883|-0.01443
1998-08-21|IBM|-0.009546|-0.001464
1998-08-24|IBM|0.006437|0.005376
1998-08-25|IBM|0.004338|-9.72E-4
1998-08-26|IBM|-0.007933|0.018978
1998-08-27|IBM|-0.03837|-0.04298
1998-08-28|IBM|-0.014819|-0.021457
1998-08-31|IBM|-0.068014|-0.081081
1998-09-01|IBM|0.038609|0.04717
1998-09-02|IBM|-0.003782|0.021728
1998-09-03|IBM|-0.008299|0.010373
1998-09-04|IBM|-0.008521|-0.019507
1998-09-08|IBM|0.050899|0.054974
1998-09-09|IBM|-0.016864|-0.019355
1998-09-10|IBM|-0.02585|-0.008097
1998-09-11|IBM|0.029453|0.033163
1998-09-14|IBM|0.020475|0.020247
1998-09-15|IBM|0.00773|0.006776
1998-09-16|IBM|0.007517|0.003846
1998-09-17|IBM|-0.025452|-0.028736
1998-09-18|IBM|0.001197|-0.016272
1998-09-21|IBM|0.003725|0.02807
1998-09-22|IBM|0.005606|-0.003413
1998-09-23|IBM|0.035411|0.033757
1998-09-24|IBM|-0.021921|-0.011358
1998-09-25|IBM|0.001947|0.022499
1998-09-28|IBM|0.003771|9.36E-4
1998-09-29|IBM|3.15E-4|-0.01637
1998-09-30|IBM|-0.030514|-0.022349
1998-10-01|IBM|-0.030108|-0.024319
1998-10-02|IBM|0.016434|-0.004487
1998-10-05|IBM|-0.014004|-0.036555
1998-10-06|IBM|-0.004016|-0.008316
1998-10-07|IBM|-0.014128|0.012579
1998-10-08|IBM|-0.01158|0.022774
1998-10-09|IBM|0.026005|0.03087
1998-10-12|IBM|0.013531|0.027982
1998-10-13|IBM|-0.002917|-0.020535
1998-10-14|IBM|0.010786|0.01804
1998-10-15|IBM|0.041739|0.045977
1998-10-16|IBM|0.008516|-0.004121
1998-10-19|IBM|0.005651|0.025287
1998-10-20|IBM|0.00145|-0.010762
1998-10-21|IBM|0.00563|0.034905
1998-10-22|IBM|0.008001|-0.006132
1998-10-23|IBM|-0.007242|-0.001763
1998-10-26|IBM|0.001541|0.010596
1998-10-27|IBM|-0.006509|0.009174
1998-10-28|IBM|0.002581|0.012554
1998-10-29|IBM|0.016703|0.017529
1998-10-30|IBM|0.011732|-0.001681
1998-11-02|IBM|0.011769|-8.42E-4
1998-11-03|IBM|-6.84E-4|-0.00674
1998-11-04|IBM|0.007049|0.003393
1998-11-05|IBM|0.01357|0.007608
1998-11-06|IBM|0.006315|0.007768
1998-11-09|IBM|-0.009474|0.009587
1998-11-10|IBM|-0.001717|0.030553
1998-11-11|IBM|-0.006461|0.007212
1998-11-12|IBM|-0.002926|0.004773
1998-11-13|IBM|0.007184|-0.002771
1998-11-16|IBM|0.009008|0.012306
1998-11-17|IBM|0.003046|-0.008627
1998-11-18|IBM|0.004529|0.006329
1998-11-19|IBM|0.007104|-0.002752
1998-11-20|IBM|0.009492|0.009854
1998-11-23|IBM|0.021194|0.040203
1998-11-24|IBM|-0.004393|-0.00788
1998-11-25|IBM|0.00328|0.009077
1998-11-27|IBM|0.004567|0.01949
1998-11-30|IBM|-0.024038|-0.028676
1998-12-01|IBM|0.010012|0.028766
1998-12-02|IBM|-0.003429|-0.014349
1998-12-03|IBM|-0.018023|-0.023516
1998-12-04|IBM|0.023128|0.004587
1998-12-07|IBM|0.009314|0.017884
1998-12-08|IBM|-0.005321|0.005981
1998-12-09|IBM|0.001786|0.007432
1998-12-10|IBM|-0.015606|-0.02619
1998-12-11|IBM|0.001236|0.018182
